customer_id,company_name,country,region,is_eu,industry,company_size_bucket,annual_contract_value,product_tier,sales_segment,acquisition_channel,contract_start_date,contract_end_date,renewed_flag,discount_pct,initial_onboarding_score,is_churned,industry_missing,contract_duration_days,acquisition_quarter,acquisition_month,active_days,total_logins,avg_logins_per_day,std_logins,total_feature_events,avg_feature_events,total_session_minutes,avg_session_minutes,corrupted_records_count,active_days_clean,total_logins_clean,avg_logins_per_day_clean,total_session_minutes_clean,never_logged_in,low_engagement,potential_outlier,total_tickets,dashboard_issue_count,product_bug_count,onboarding_issue_count,avg_sentiment,avg_first_response_hours,avg_resolution_hours,resolution_rate,high_ticket_volume,primary_complaint_type
C100010,Company_10,US,North America,0,Ecommerce,1-10,1073.77,Starter,SMB_Inside,Inbound,2023-04-11,2023-07-11,0,0.09,5.9,1,False,91.0,2023Q2,2023-04,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,366,0.0,0.0,0.0,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No_Tickets
C100011,Company_11,France,Europe,1,Unknown,11-50,8621.98,Growth,SMB_Inside,Partner,2024-02-05,2025-02-05,0,0.22,6.7,0,True,366.0,2024Q1,2024-02,366,1249.0,3.412568306010929,2.2614713272147977,472.0,1.289617486338798,8069.739639332816,22.048468959925728,30,336,1219.0,3.6279761904761907,8069.739639332816,False,False,False,1.0,0.0,0.0,1.0,-0.12,7.18,13.61,1.0,False,Onboarding
C100012,Company_12,Australia,North America,0,Logistics,51-200,30326.93,Enterprise,MidMarket,Partner,2023-05-28,,1,0.2,7.2,0,False,,2023Q2,2023-05,366,3523.0,9.62568306010929,3.0357317635736165,1236.0,3.377049180327869,10787.418406468145,29.47382078269985,0,366,3523.0,9.62568306010929,10787.418406468145,False,False,False,2.0,0.0,0.0,2.0,0.015,1.285,14.185,1.0,False,Onboarding
C100013,Company_13,UK,Europe,1,Manufacturing,51-200,30873.53,Growth,MidMarket,Partner,2024-02-19,2025-02-19,0,0.08,8.2,0,False,366.0,2024Q1,2024-02,366,1283.0,3.5054644808743167,2.247366233871528,438.0,1.1967213114754098,9105.530558475773,24.878498793649655,30,336,1163.0,3.4613095238095237,7978.93619111195,False,False,False,4.0,0.0,1.0,3.0,0.0475,3.5975,14.815,1.0,True,Product_Bug
C100014,Company_14,Canada,North America,0,Manufacturing,1-10,2701.86,Growth,SMB_Inside,Outbound,2023-04-30,,1,0.16,7.7,0,False,,2023Q2,2023-04,366,1463.0,3.9972677595628414,1.9965705307533648,514.0,1.4043715846994536,9801.723649423222,26.780665708806616,0,366,1463.0,3.9972677595628414,9801.723649423222,False,False,False,4.0,1.0,2.0,1.0,0.2,3.2375,4.8175,1.0,True,Dashboard_Performance
C100015,Company_15,US,North America,0,Unknown,51-200,29558.84,Growth,MidMarket,Outbound,2023-11-06,2024-11-06,0,0.35,7.1,0,True,366.0,2023Q4,2023-11,366,1213.0,3.314207650273224,2.2603588757483166,424.0,1.1584699453551912,8360.874267365634,22.843918763294084,0,366,1213.0,3.314207650273224,8360.874267365634,False,False,False,1.0,0.0,0.0,1.0,0.65,1.08,2.49,1.0,False,Onboarding
C100016,Company_16,Canada,North America,0,Professional Services,51-200,17319.69,Starter,MidMarket,Partner,2024-01-10,2025-01-10,0,0.27,5.8,0,False,366.0,2024Q1,2024-01,366,359.0,0.9808743169398907,1.0788960875460318,126.0,0.3442622950819672,4924.962368927607,13.456181335867779,0,366,359.0,0.9808743169398907,4924.962368927607,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No_Tickets
C100017,Company_17,UK,Europe,1,Retail,11-50,7004.03,Growth,SMB_Field,Inbound,2023-10-31,2024-10-31,0,0.17,7.4,0,False,366.0,2023Q4,2023-10,366,1199.0,3.2759562841530054,2.2028178810927095,385.0,1.0519125683060109,8079.729947269694,22.07576488325053,30,336,1109.0,3.300595238095238,7366.16857483048,False,False,False,4.0,1.0,1.0,2.0,0.07,8.325,10.855,1.0,True,Dashboard_Performance
C100018,Company_18,Canada,North America,0,Unknown,1000+,319847.96,Growth,Enterprise,SelfServe,2023-06-10,,1,0.02,6.4,0,True,,2023Q2,2023-06,366,1524.0,4.163934426229508,2.131411478067758,554.0,1.5136612021857923,9905.408055270855,27.06395643516627,0,366,1524.0,4.163934426229508,9905.408055270855,False,False,False,4.0,2.0,1.0,1.0,-0.14750000000000002,5.234999999999999,16.1375,1.0,True,Dashboard_Performance
C100019,Company_19,UK,Europe,1,Hospitality,11-50,7879.11,Starter,SMB_Field,Outbound,2023-09-30,2024-09-30,0,0.06,7.3,0,False,366.0,2023Q3,2023-09,366,238.0,0.6502732240437158,0.9293317273130581,81.0,0.22131147540983606,3907.8834252018332,10.677277118037797,30,336,238.0,0.7083333333333334,3270.9318103969827,False,True,False,2.0,0.0,0.0,2.0,-0.09000000000000001,5.205,10.004999999999999,1.0,False,Onboarding
C100020,Company_20,Spain,Europe,1,Healthcare,1-10,2773.23,Growth,SMB_Inside,SelfServe,2024-02-04,,1,0.33,8.5,0,False,,2024Q1,2024-02,366,1344.0,3.6721311475409837,2.1712036543771274,557.0,1.5218579234972678,9079.644881496004,24.807772900262307,30,336,1254.0,3.732142857142857,8383.218841956537,False,False,False,1.0,1.0,0.0,0.0,0.07,10.67,38.43,1.0,False,Dashboard_Performance
C100021,Company_21,UK,Europe,1,Wholesale,11-50,5521.33,Growth,SMB_Field,Outbound,2023-11-22,2024-11-22,0,0.26,5.1,0,False,366.0,2023Q4,2023-11,366,1306.0,3.568306010928962,2.273005583541995,440.0,1.2021857923497268,8634.992673983841,23.592876158425796,30,336,1246.0,3.7083333333333335,8140.635049435083,False,False,False,4.0,1.0,3.0,0.0,0.047499999999999994,6.6675,19.0475,0.75,True,Dashboard_Performance
C100022,Company_22,Spain,Europe,1,Hospitality,1-10,1645.91,Starter,SMB_Inside,Inbound,2024-01-05,2024-07-06,0,0.23,3.3,0,False,183.0,2024Q1,2024-01,366,201.0,0.5491803278688525,0.8892273914439085,75.0,0.20491803278688525,2600.011507775018,7.103856578620268,30,336,201.0,0.5982142857142857,2600.011507775018,False,True,False,2.0,1.0,0.0,1.0,-0.215,2.03,5.09,1.0,False,Dashboard_Performance
C100023,Company_23,Spain,Europe,1,Hospitality,1-10,1500.49,Starter,SMB_Inside,Outbound,2023-05-02,,1,0.37,8.6,0,False,,2023Q2,2023-05,366,367.0,1.0027322404371584,1.0376438903481697,128.0,0.34972677595628415,5077.367682181719,13.872589295578466,30,336,337.0,1.0029761904761905,4843.9994254852145,False,False,False,3.0,0.0,1.0,2.0,-0.05333333333333334,3.723333333333333,12.86,1.0,False,Product_Bug
C100024,Company_24,France,Europe,1,Manufacturing,11-50,5179.89,Starter,SMB_Field,Inbound,2023-02-16,,1,0.26,7.1,0,False,,2023Q1,2023-02,366,380.0,1.0382513661202186,0.9868511995567629,161.0,0.43989071038251365,5077.665601917209,13.8734032839268,30,336,350.0,1.0416666666666667,4823.833396512103,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No_Tickets
C100025,Company_25,Spain,Europe,1,Ecommerce,11-50,6521.95,Growth,SMB_Field,Outbound,2023-09-07,2024-09-07,0,0.18,6.2,0,False,366.0,2023Q3,2023-09,366,1127.0,3.079234972677596,2.377233447767492,405.0,1.1065573770491803,7466.873054655484,20.4012924990587,30,336,1007.0,2.9970238095238093,6758.837923622375,False,False,False,1.0,0.0,1.0,0.0,-0.23,5.18,11.26,1.0,False,Product_Bug
C100026,Company_26,Australia,North America,0,Logistics,11-50,8744.48,Starter,SMB_Inside,Inbound,2024-03-20,2025-03-21,0,0.16,8.1,0,False,366.0,2024Q1,2024-03,366,322.0,0.8797814207650273,0.9968586035039743,124.0,0.33879781420765026,3999.2015405700563,10.926780165491957,0,366,322.0,0.8797814207650273,3999.2015405700563,False,True,False,1.0,0.0,1.0,0.0,0.13,5.62,13.4,1.0,False,Product_Bug
C100027,Company_27,Spain,Europe,1,Healthcare,1-10,1770.79,Starter,SMB_Inside,Partner,2023-12-03,,1,0.05,4.8,0,False,,2023Q4,2023-12,366,333.0,0.9098360655737705,1.017685515603083,111.0,0.30327868852459017,5313.4935257002135,14.517741873497851,30,336,333.0,0.9910714285714286,4592.171779561618,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No_Tickets
C100028,Company_28,Australia,North America,0,Wholesale,51-200,34205.04,Growth,MidMarket,Inbound,2024-04-01,2025-04-02,0,0.05,9.2,0,False,366.0,2024Q2,2024-04,366,1051.0,2.871584699453552,2.3588739366423828,373.0,1.0191256830601092,7554.500386798969,20.640711439341445,0,366,1051.0,2.871584699453552,7554.500386798969,False,False,False,1.0,1.0,0.0,0.0,0.16,16.73,32.82,1.0,False,Dashboard_Performance
C100029,Company_29,US,North America,0,Hospitality,1-10,1778.4,Starter,SMB_Inside,Outbound,2024-02-01,2025-02-01,0,0.12,5.9,0,False,366.0,2024Q1,2024-02,366,331.0,0.9043715846994536,1.0305644223772779,120.0,0.32786885245901637,4455.374901469561,12.17315546849607,0,366,331.0,0.9043715846994536,4455.374901469561,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No_Tickets
C100030,Company_30,Germany,Europe,1,Professional Services,11-50,8469.07,Starter,SMB_Inside,Partner,2023-02-22,,1,0.22,6.5,0,False,,2023Q1,2023-02,366,379.0,1.03551912568306,0.9223826373963201,159.0,0.4344262295081967,4556.095997188842,12.448349719095198,30,336,349.0,1.0386904761904763,4500.429056406906,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No_Tickets
C100031,Company_31,Australia,North America,0,Ecommerce,1-10,2726.28,Starter,SMB_Inside,Outbound,2023-12-05,,1,0.13,8.1,0,False,,2023Q4,2023-12,366,375.0,1.0245901639344261,0.9886737879459936,126.0,0.3442622950819672,4780.219147122597,13.060708052247533,0,366,375.0,1.0245901639344261,4780.219147122597,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No_Tickets
C100032,Company_32,France,Europe,1,Unknown,11-50,6280.62,Starter,SMB_Inside,Inbound,2023-05-21,,1,0.06,8.0,0,True,,2023Q2,2023-05,366,409.0,1.1174863387978142,1.1053395776885224,122.0,0.3333333333333333,5076.904373827366,13.87132342575783,30,336,319.0,0.9494047619047619,4540.121674317163,False,False,False,1.0,0.0,0.0,1.0,0.22,1.6,4.63,1.0,False,Onboarding
C100033,Company_33,Canada,North America,0,Retail,11-50,6892.04,Starter,SMB_Inside,SelfServe,2023-06-22,,1,0.15,7.8,0,False,,2023Q2,2023-06,366,353.0,0.9644808743169399,1.034392484486412,118.0,0.3224043715846995,5081.487278093958,13.883845022114638,0,366,353.0,0.9644808743169399,5081.487278093958,False,True,False,1.0,0.0,0.0,1.0,0.03,2.03,6.57,1.0,False,Onboarding
C100034,Company_34,Canada,North America,0,Unknown,11-50,3318.12,Enterprise,SMB_Inside,Partner,2023-05-24,,1,0.04,5.7,0,True,,2023Q2,2023-05,366,3776.0,10.316939890710383,3.171463070466984,1302.0,3.557377049180328,10912.220028345395,29.814808820615834,0,366,3776.0,10.316939890710383,10912.220028345395,False,False,False,3.0,0.0,1.0,2.0,-0.016666666666666663,1.4766666666666666,12.173333333333332,1.0,False,Product_Bug
C100035,Company_35,UK,Europe,1,Logistics,11-50,3226.21,Starter,SMB_Inside,SelfServe,2024-02-15,2025-02-15,0,0.19,6.2,0,False,366.0,2024Q1,2024-02,366,288.0,0.7868852459016393,0.8494592142407035,113.0,0.3087431693989071,4473.5850145229815,12.22290987574585,30,336,258.0,0.7678571428571429,3803.902590035385,False,True,False,1.0,1.0,0.0,0.0,0.34,0.23,29.52,1.0,False,Dashboard_Performance
C100036,Company_36,Spain,Europe,1,Unknown,11-50,5635.24,Growth,SMB_Inside,Inbound,2023-04-29,,1,0.41,7.8,0,True,,2023Q2,2023-04,366,1514.0,4.136612021857924,1.888080418901335,517.0,1.4125683060109289,9693.841584458205,26.48590596846504,30,336,1394.0,4.148809523809524,8954.67053582866,False,False,False,2.0,0.0,1.0,1.0,0.265,13.235000000000001,18.925,1.0,False,Product_Bug
C100037,Company_37,Spain,Europe,1,Retail,1-10,2993.27,Starter,SMB_Field,Outbound,2023-07-16,2024-07-16,0,0.34,5.0,0,False,366.0,2023Q3,2023-07,366,204.0,0.5573770491803278,0.9130636100921762,69.0,0.1885245901639344,2697.2544276800504,7.369547616612159,30,336,204.0,0.6071428571428571,2697.2544276800504,False,True,False,1.0,0.0,0.0,1.0,0.51,18.18,21.78,1.0,False,Onboarding
C100038,Company_38,Netherlands,Europe,1,Wholesale,1-10,1227.12,Starter,SMB_Inside,SelfServe,2023-02-03,,1,0.03,6.6,0,False,,2023Q1,2023-02,366,330.0,0.9016393442622951,0.9770784189072867,133.0,0.3633879781420765,4951.964702587337,13.529958203790539,30,336,330.0,0.9821428571428571,4519.7894891536325,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No_Tickets
C100039,Company_39,Netherlands,Europe,1,Hospitality,1000+,297187.52,Growth,Enterprise,SelfServe,2023-09-12,2024-09-12,0,0.18,6.8,0,False,366.0,2023Q3,2023-09,366,1020.0,2.7868852459016393,2.3287230019201797,395.0,1.0792349726775956,7377.880306792418,20.158142914733382,30,336,900.0,2.6785714285714284,6190.028716210179,False,False,False,3.0,0.0,1.0,2.0,-0.11333333333333333,2.6966666666666668,8.520000000000001,1.0,False,Product_Bug
C100040,Company_40,UK,Europe,1,Hospitality,11-50,8485.57,Starter,SMB_Inside,Inbound,2023-06-15,,1,0.14,7.1,0,False,,2023Q2,2023-06,366,360.0,0.9836065573770492,0.9762966640758588,116.0,0.31693989071038253,4651.158731665513,12.708083966299217,30,336,330.0,0.9821428571428571,4566.971361419514,False,True,False,2.0,0.0,0.0,2.0,-0.185,3.145,10.425,1.0,False,Onboarding
C100041,Company_41,Australia,North America,0,Unknown,51-200,20422.4,Growth,MidMarket,Outbound,2023-09-19,,1,0.33,9.5,0,True,,2023Q3,2023-09,366,1426.0,3.8961748633879782,1.9959236848237436,507.0,1.3852459016393444,9519.362033732898,26.009185884516114,0,366,1426.0,3.8961748633879782,9519.362033732898,False,False,False,1.0,0.0,1.0,0.0,0.25,2.61,8.1,1.0,False,Product_Bug
C100042,Company_42,Australia,North America,0,Professional Services,11-50,4206.24,Growth,SMB_Inside,Partner,2023-04-03,,1,0.1,5.9,0,False,,2023Q2,2023-04,366,1434.0,3.918032786885246,2.0269019369312806,473.0,1.2923497267759563,9665.68725352521,26.40898156700877,0,366,1434.0,3.918032786885246,9665.68725352521,False,False,False,1.0,0.0,1.0,0.0,0.17,5.58,11.66,0.0,False,Product_Bug
C100043,Company_43,US,North America,0,Hospitality,11-50,6368.02,Growth,SMB_Inside,Inbound,2023-10-09,,1,0.11,6.9,0,False,,2023Q4,2023-10,366,1469.0,4.0136612021857925,1.9535227708958036,538.0,1.469945355191257,9574.905970648144,26.16094527499493,0,366,1469.0,4.0136612021857925,9574.905970648144,False,False,False,3.0,0.0,2.0,1.0,-0.01,6.95,14.023333333333333,1.0,False,Product_Bug
C100044,Company_44,Canada,North America,0,Unknown,11-50,3256.78,Growth,SMB_Inside,Outbound,2023-12-31,2024-12-31,0,0.08,7.2,0,True,366.0,2023Q4,2023-12,366,1486.0,4.060109289617486,2.1572925672934975,506.0,1.3825136612021858,9712.688837030351,26.537401194071997,0,366,1486.0,4.060109289617486,9712.688837030351,False,False,False,2.0,0.0,1.0,1.0,0.21999999999999997,2.915,6.970000000000001,1.0,False,Product_Bug
C100045,Company_45,Canada,North America,0,Ecommerce,1-10,1040.14,Starter,SMB_Field,Inbound,2023-04-29,,1,0.1,6.5,0,False,,2023Q2,2023-04,366,371.0,1.0136612021857923,0.9861113527234423,110.0,0.3005464480874317,5348.132180103079,14.612383005746118,0,366,371.0,1.0136612021857923,5348.132180103079,False,False,False,1.0,0.0,0.0,1.0,-0.01,2.05,16.25,1.0,False,Onboarding
C100046,Company_46,Germany,Europe,1,Unknown,11-50,6951.21,Growth,SMB_Inside,SelfServe,2024-02-28,2024-08-29,0,0.24,5.8,0,True,183.0,2024Q1,2024-02,366,761.0,2.079234972677596,2.523697106303093,267.0,0.7295081967213115,4759.059686989695,13.002895319643976,30,336,761.0,2.2648809523809526,4759.059686989695,False,False,False,2.0,1.0,0.0,1.0,0.16999999999999998,3.895,7.8100000000000005,1.0,False,Dashboard_Performance
C100047,Company_47,Germany,Europe,1,Wholesale,11-50,4721.7,Enterprise,SMB_Field,Inbound,2023-07-17,2024-07-17,0,0.16,2.8,0,False,366.0,2023Q3,2023-07,366,1885.0,5.1502732240437155,5.177595298575296,660.0,1.8032786885245902,5939.110203552606,16.227077058886902,30,336,1885.0,5.6101190476190474,5939.110203552606,False,False,False,7.0,1.0,2.0,4.0,-0.19999999999999998,1.8514285714285716,9.84142857142857,0.7142857142857143,True,Dashboard_Performance
C100048,Company_48,France,Europe,1,Hospitality,1000+,491273.51,Enterprise,Enterprise,SelfServe,2023-12-01,2024-12-01,0,0.21,7.2,0,False,366.0,2023Q4,2023-12,366,3486.0,9.524590163934427,4.343875767202521,1191.0,3.2540983606557377,10228.783200070277,27.947495082159225,30,336,3066.0,9.125,9261.501056248577,False,False,False,5.0,0.0,3.0,2.0,-0.088,2.0420000000000003,7.4,0.8,True,Product_Bug
C100049,Company_49,Germany,Europe,1,Manufacturing,11-50,6553.27,Starter,SMB_Inside,SelfServe,2023-10-02,2024-10-02,0,0.14,4.9,0,False,366.0,2023Q4,2023-10,366,326.0,0.8907103825136612,1.067102613212424,110.0,0.3005464480874317,3642.739866195831,9.952841164469483,30,336,266.0,0.7916666666666666,3321.3150258018145,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No_Tickets
C100050,Company_50,France,Europe,1,Unknown,1-10,1644.71,Starter,SMB_Field,Partner,2023-05-18,,1,0.17,4.3,0,True,,2023Q2,2023-05,366,379.0,1.03551912568306,0.9993672674495819,121.0,0.33060109289617484,5244.437027786342,14.329062917449022,30,336,349.0,1.0386904761904763,4543.611324410171,False,False,False,2.0,0.0,0.0,2.0,0.035,13.125,13.954999999999998,0.5,False,Onboarding
C100051,Company_51,Australia,North America,0,Manufacturing,11-50,9530.57,Enterprise,SMB_Inside,SelfServe,2024-03-09,2025-03-10,0,0.27,7.0,0,False,366.0,2024Q1,2024-03,366,2988.0,8.163934426229508,4.964025083118066,1035.0,2.8278688524590163,9046.858044838506,24.71819137934018,0,366,2988.0,8.163934426229508,9046.858044838506,False,False,False,2.0,0.0,1.0,1.0,-0.16999999999999998,1.97,15.775,1.0,False,Product_Bug
C100052,Company_52,Spain,Europe,1,Hospitality,1-10,1632.39,Starter,SMB_Field,Outbound,2024-02-14,2025-02-14,0,0.27,8.5,0,False,366.0,2024Q1,2024-02,366,284.0,0.7759562841530054,1.014454999509044,106.0,0.2896174863387978,4221.523259773262,11.534216556757546,30,336,284.0,0.8452380952380952,4146.702507968984,False,True,False,1.0,0.0,0.0,1.0,0.1,17.59,36.49,1.0,False,Onboarding
C100053,Company_53,Australia,North America,0,Hospitality,11-50,5687.24,Growth,SMB_Inside,Inbound,2023-08-13,2024-08-13,0,0.28,6.4,0,False,366.0,2023Q3,2023-08,366,881.0,2.407103825136612,2.4763768994429975,313.0,0.855191256830601,6002.250520767731,16.39959158679708,0,366,881.0,2.407103825136612,6002.250520767731,False,False,False,3.0,1.0,1.0,1.0,-0.049999999999999996,5.506666666666667,9.393333333333333,1.0,False,Dashboard_Performance
C100054,Company_54,Australia,North America,0,Logistics,51-200,33657.92,Enterprise,MidMarket,SelfServe,2023-08-19,2024-08-19,0,0.33,4.8,0,False,366.0,2023Q3,2023-08,366,2271.0,6.204918032786885,5.315686568251851,778.0,2.1256830601092895,6870.380579018701,18.771531636663116,0,366,2271.0,6.204918032786885,6870.380579018701,False,False,False,4.0,1.0,2.0,1.0,-0.17,1.4925,23.6725,1.0,True,Dashboard_Performance
C100055,Company_55,Netherlands,Europe,1,Ecommerce,1-10,2692.9,Growth,SMB_Inside,Outbound,2024-02-01,,1,0.2,7.0,0,False,,2024Q1,2024-02,366,1277.0,3.489071038251366,2.344013817898987,469.0,1.2814207650273224,9070.438876950138,24.78261988237743,30,336,1217.0,3.6220238095238093,7944.155191928681,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No_Tickets
C100056,Company_56,Canada,North America,0,Logistics,11-50,5397.67,Starter,SMB_Inside,Partner,2023-09-11,2024-09-11,0,0.16,5.6,0,False,366.0,2023Q3,2023-09,366,267.0,0.7295081967213115,0.9248788317165052,111.0,0.30327868852459017,3631.4610619413183,9.92202475940251,0,366,267.0,0.7295081967213115,3631.4610619413183,False,True,False,3.0,1.0,2.0,0.0,-0.06999999999999999,9.53,26.373333333333335,1.0,False,Dashboard_Performance
C100057,Company_57,UK,Europe,1,Unknown,11-50,7876.56,Starter,SMB_Inside,Partner,2023-12-22,2024-12-22,0,0.18,4.4,0,True,366.0,2023Q4,2023-12,366,327.0,0.8934426229508197,0.9198633941092244,97.0,0.2650273224043716,4594.457160903476,12.553161641812775,30,336,297.0,0.8839285714285714,4264.290259667591,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No_Tickets
C100058,Company_58,Spain,Europe,1,Retail,1-10,1249.33,Starter,SMB_Field,Inbound,2023-12-12,2024-12-12,0,0.41,6.9,0,False,366.0,2023Q4,2023-12,366,329.0,0.8989071038251366,0.9921052237077989,120.0,0.32786885245901637,4953.31057910492,13.533635462035301,30,336,329.0,0.9791666666666666,4523.431750653083,False,True,False,1.0,0.0,1.0,0.0,0.06,7.46,9.02,1.0,False,Product_Bug
C100059,Company_59,Spain,Europe,1,Wholesale,11-50,5901.53,Growth,SMB_Field,Inbound,2023-10-18,2024-10-18,0,0.14,7.3,0,False,366.0,2023Q4,2023-10,366,1182.0,3.2295081967213113,2.4161110558455707,369.0,1.0081967213114753,8058.187940358596,22.01690694087048,30,336,1062.0,3.1607142857142856,6973.324558929365,False,False,False,4.0,0.0,1.0,3.0,0.029999999999999992,1.9200000000000002,9.5125,1.0,True,Product_Bug
C100060,Company_60,France,Europe,1,Professional Services,11-50,7644.76,Growth,SMB_Field,Outbound,2023-06-05,,1,0.06,6.6,0,False,,2023Q2,2023-06,366,1464.0,4.0,1.9890109058428116,533.0,1.4562841530054644,10113.776440225962,27.633268962366017,30,336,1374.0,4.089285714285714,9033.301219383706,False,False,False,4.0,0.0,1.0,3.0,0.1725,3.96,10.7375,1.0,True,Product_Bug
